fips,name,state,Number_of_returns,estimated_exams,audit_rate,audit_rate_trunk
1001,"Autauga County, Alabama",Alabama,95170.0,721.0,7.575916780498057,7.575916780498057
1003,"Baldwin County, Alabama",Alabama,362490.0,2833.0,7.815388010703742,7.815388010703742
1005,"Barbour County, Alabama",Alabama,39440.0,360.0,9.127789046653144,9.127789046653144
1007,"Bibb County, Alabama",Alabama,31840.0,260.0,8.165829145728644,8.165829145728644
1009,"Blount County, Alabama",Alabama,87970.0,673.0,7.650335341593724,7.650335341593724
1011,"Bullock County, Alabama",Alabama,15420.0,150.0,9.727626459143972,9.727626459143972
1013,"Butler County, Alabama",Alabama,33180.0,304.0,9.162145871006631,9.162145871006631
1015,"Calhoun County, Alabama",Alabama,192220.0,1531.0,7.964831963375298,7.964831963375298
1017,"Chambers County, Alabama",Alabama,59140.0,533.0,9.012512681772066,9.012512681772066
1019,"Cherokee County, Alabama",Alabama,36800.0,304.0,8.26086956521739,8.26086956521739
1021,"Chilton County, Alabama",Alabama,69470.0,561.0,8.075428242406796,8.075428242406796
1023,"Choctaw County, Alabama",Alabama,20820.0,177.0,8.501440922190202,8.501440922190202
1025,"Clarke County, Alabama",Alabama,41130.0,359.0,8.728422076343303,8.728422076343303
1027,"Clay County, Alabama",Alabama,22090.0,189.0,8.555907650520597,8.555907650520597
1029,"Cleburne County, Alabama",Alabama,22790.0,182.0,7.9859587538394035,7.9859587538394035
1031,"Coffee County, Alabama",Alabama,84040.0,655.0,7.79390766301761,7.79390766301761
1033,"Colbert County, Alabama",Alabama,94820.0,735.0,7.751529213246151,7.751529213246151
1035,"Conecuh County, Alabama",Alabama,19790.0,185.0,9.348155634158664,9.348155634158664
1037,"Coosa County, Alabama",Alabama,15990.0,132.0,8.25515947467167,8.25515947467167
1039,"Covington County, Alabama",Alabama,60260.0,517.0,8.579488881513441,8.579488881513441
1041,"Crenshaw County, Alabama",Alabama,23020.0,202.0,8.774978279756732,8.774978279756732
1043,"Cullman County, Alabama",Alabama,132930.0,1038.0,7.808621078763259,7.808621078763259
1045,"Dale County, Alabama",Alabama,80490.0,659.0,8.187352466144862,8.187352466144862
1047,"Dallas County, Alabama",Alabama,66530.0,675.0,10.145798887719828,10.145798887719828
1049,"DeKalb County, Alabama",Alabama,106630.0,893.0,8.374753821626184,8.374753821626184
1051,"Elmore County, Alabama",Alabama,138920.0,1068.0,7.687877915346963,7.687877915346963
1053,"Escambia County, Alabama",Alabama,57720.0,504.0,8.731808731808734,8.731808731808734
1055,"Etowah County, Alabama",Alabama,167750.0,1381.0,8.232488822652758,8.232488822652758
1057,"Fayette County, Alabama",Alabama,25110.0,208.0,8.283552369573874,8.283552369573874
1059,"Franklin County, Alabama",Alabama,49640.0,404.0,8.13859790491539,8.13859790491539
1061,"Geneva County, Alabama",Alabama,41180.0,358.0,8.693540553666828,8.693540553666828
1063,"Greene County, Alabama",Alabama,13760.0,150.0,10.901162790697676,10.901162790697676
1065,"Hale County, Alabama",Alabama,25630.0,237.0,9.246976199765898,9.246976199765898
1067,"Henry County, Alabama",Alabama,28260.0,241.0,8.527954706298656,8.527954706298656
1069,"Houston County, Alabama",Alabama,179410.0,1528.0,8.516805083328688,8.516805083328688
1071,"Jackson County, Alabama",Alabama,84950.0,678.0,7.981165391406709,7.981165391406709
1073,"Jefferson County, Alabama",Alabama,1184300.0,9899.0,8.358524022629403,8.358524022629403
1075,"Lamar County, Alabama",Alabama,21330.0,181.0,8.485700890764182,8.485700890764182
1077,"Lauderdale County, Alabama",Alabama,152590.0,1158.0,7.588963890163183,7.588963890163183
1079,"Lawrence County, Alabama",Alabama,54200.0,427.0,7.878228782287822,7.878228782287822
1081,"Lee County, Alabama",Alabama,245810.0,1944.0,7.908547251942557,7.908547251942557
1083,"Limestone County, Alabama",Alabama,149580.0,1125.0,7.521058965102286,7.521058965102286
1085,"Lowndes County, Alabama",Alabama,19930.0,202.0,10.135474159558457,10.135474159558457
1087,"Macon County, Alabama",Alabama,32790.0,302.0,9.210125038121381,9.210125038121381
1089,"Madison County, Alabama",Alabama,651310.0,4970.0,7.6307748998172915,7.6307748998172915
1091,"Marengo County, Alabama",Alabama,33470.0,303.0,9.05288317896624,9.05288317896624
1093,"Marion County, Alabama",Alabama,43120.0,358.0,8.302411873840445,8.302411873840445
1095,"Marshall County, Alabama",Alabama,157520.0,1288.0,8.176739461655663,8.176739461655663
1097,"Mobile County, Alabama",Alabama,708010.0,6156.0,8.694792446434374,8.694792446434374
1099,"Monroe County, Alabama",Alabama,33340.0,307.0,9.208158368326334,9.208158368326334
1101,"Montgomery County, Alabama",Alabama,405530.0,3549.0,8.75151036914655,8.75151036914655
1103,"Morgan County, Alabama",Alabama,209600.0,1618.0,7.719465648854962,7.719465648854962
1105,"Perry County, Alabama",Alabama,15080.0,162.0,10.742705570291774,10.742705570291774
1107,"Pickens County, Alabama",Alabama,30120.0,273.0,9.06374501992032,9.06374501992032
1109,"Pike County, Alabama",Alabama,50560.0,434.0,8.583860759493671,8.583860759493671
1111,"Randolph County, Alabama",Alabama,35600.0,311.0,8.735955056179774,8.735955056179774
1113,"Russell County, Alabama",Alabama,100670.0,893.0,8.870567199761599,8.870567199761599
1115,"St. Clair County, Alabama",Alabama,140800.0,1068.0,7.5852272727272725,7.5852272727272725
1117,"Shelby County, Alabama",Alabama,368500.0,2699.0,7.324287652645862,7.324287652645862
1119,"Sumter County, Alabama",Alabama,20390.0,205.0,10.053948013732224,10.053948013732224
1121,"Talladega County, Alabama",Alabama,131000.0,1098.0,8.381679389312978,8.381679389312978
1123,"Tallapoosa County, Alabama",Alabama,70170.0,597.0,8.507909362975631,8.507909362975631
1125,"Tuscaloosa County, Alabama",Alabama,324810.0,2599.0,8.001600935931776,8.001600935931776
1127,"Walker County, Alabama",Alabama,101540.0,802.0,7.898365176285207,7.898365176285207
1129,"Washington County, Alabama",Alabama,26450.0,222.0,8.39319470699433,8.39319470699433
1131,"Wilcox County, Alabama",Alabama,18210.0,194.0,10.653487095002744,10.653487095002744
1133,"Winston County, Alabama",Alabama,36430.0,308.0,8.454570409003571,8.454570409003571
2013,"Aleutians East Borough, Alaska",Alaska,3960.0,23.0,5.808080808080808,6.0
2016,"Aleutians West Census Area, Alaska",Alaska,9280.0,60.0,6.465517241379311,6.465517241379311
2020,"Anchorage Municipality, Alaska",Alaska,618120.0,4363.0,7.058499967643822,7.058499967643822
2050,"Bethel Census Area, Alaska",Alaska,28270.0,250.0,8.843296781039971,8.843296781039971
2060,"Bristol Bay Borough, Alaska",Alaska,2140.0,7.0,3.2710280373831777,6.0
2068,"Denali Borough, Alaska",Alaska,4620.0,26.0,5.6277056277056285,6.0
2070,"Dillingham Census Area, Alaska",Alaska,9290.0,64.0,6.889128094725512,6.889128094725512
2090,"Fairbanks North Star Borough, Alaska",Alaska,193140.0,1285.0,6.653204929066996,6.653204929066996
2100,"Haines Borough, Alaska",Alaska,5470.0,42.0,7.678244972577696,7.678244972577696
2105,"Hoonah-Angoon Census Area, Alaska",Alaska,4180.0,39.0,9.330143540669855,9.330143540669855
2110,"Juneau City and Borough, Alaska",Alaska,70340.0,461.0,6.5538811487062825,6.5538811487062825
2122,"Kenai Peninsula Borough, Alaska",Alaska,116600.0,818.0,7.015437392795882,7.015437392795882
2130,"Ketchikan Gateway Borough, Alaska",Alaska,29100.0,201.0,6.907216494845362,6.907216494845362
2150,"Kodiak Island Borough, Alaska",Alaska,28370.0,197.0,6.943954881917517,6.943954881917517
2164,"Lake and Peninsula Borough, Alaska",Alaska,3070.0,19.0,6.188925081433223,6.188925081433223
2170,"Matanuska-Susitna Borough, Alaska",Alaska,175950.0,1191.0,6.768968456947997,6.768968456947997
2180,"Nome Census Area, Alaska",Alaska,15480.0,125.0,8.074935400516795,8.074935400516795
2185,"North Slope Borough, Alaska",Alaska,14540.0,96.0,6.6024759284731775,6.6024759284731775
2188,"Northwest Arctic Borough, Alaska",Alaska,10600.0,91.0,8.584905660377359,8.584905660377359
2195,"Petersburg Census Area, Alaska",Alaska,7880.0,53.0,6.7258883248730985,6.7258883248730985
2198,"Prince of Wales-Hyder Census Area, Alaska",Alaska,9630.0,72.0,7.4766355140186915,7.4766355140186915
2220,"Sitka City and Borough, Alaska",Alaska,18880.0,131.0,6.938559322033898,6.938559322033898
2230,"Skagway Municipality, Alaska",Alaska,3050.0,18.0,5.9016393442622945,6.0
2240,"Southeast Fairbanks Census Area, Alaska",Alaska,13270.0,98.0,7.385079125847777,7.385079125847777
2261,"Valdez-Cordova Census Area, Alaska",Alaska,20760.0,143.0,6.8882466281310215,6.8882466281310215
2270,"Kusilvak Census Area, Alaska",Alaska,12600.0,118.0,9.365079365079364,9.365079365079364
2275,"Wrangell City and Borough, Alaska",Alaska,4590.0,38.0,8.278867102396513,8.278867102396513
2282,"Yakutat City and Borough, Alaska",Alaska,1160.0,3.0,2.586206896551724,6.0
2290,"Yukon-Koyukuk Census Area, Alaska",Alaska,11380.0,86.0,7.557117750439367,7.557117750439367
4001,"Apache County, Arizona",Arizona,96290.0,912.0,9.471388513864367,9.471388513864367
4003,"Cochise County, Arizona",Arizona,208900.0,1688.0,8.080421254188607,8.080421254188607
4005,"Coconino County, Arizona",Arizona,232330.0,1795.0,7.726079283777387,7.726079283777387
4007,"Gila County, Arizona",Arizona,85660.0,698.0,8.148494046229278,8.148494046229278
4009,"Graham County, Arizona",Arizona,45570.0,370.0,8.119376782971253,8.119376782971253
4011,"Greenlee County, Arizona",Arizona,13690.0,94.0,6.866325785244705,6.866325785244705
4012,"La Paz County, Arizona",Arizona,26030.0,226.0,8.682289665770265,8.682289665770265
4013,"Maricopa County, Arizona",Arizona,7072490.0,54632.0,7.7245779067909615,7.7245779067909615
4015,"Mohave County, Arizona",Arizona,316690.0,2575.0,8.130979822539393,8.130979822539393
4017,"Navajo County, Arizona",Arizona,151870.0,1364.0,8.981365641667217,8.981365641667217
4019,"Pima County, Arizona",Arizona,1729430.0,13556.0,7.8384207513458195,7.8384207513458195
4021,"Pinal County, Arizona",Arizona,531760.0,4119.0,7.745975628102903,7.745975628102903
4023,"Santa Cruz County, Arizona",Arizona,79070.0,791.0,10.003794106487922,10.003794106487922
4025,"Yavapai County, Arizona",Arizona,399080.0,3067.0,7.685175904580535,7.685175904580535
4027,"Yuma County, Arizona",Arizona,333050.0,3082.0,9.253865785918029,9.253865785918029
5001,"Arkansas County, Arkansas",Arkansas,32170.0,278.0,8.641591544917626,8.641591544917626
5003,"Ashley County, Arkansas",Arkansas,33700.0,283.0,8.397626112759644,8.397626112759644
5005,"Baxter County, Arkansas",Arkansas,70630.0,547.0,7.744584454197932,7.744584454197932
5007,"Benton County, Arkansas",Arkansas,419030.0,3228.0,7.7035057155812225,7.7035057155812225
5009,"Boone County, Arkansas",Arkansas,61430.0,490.0,7.976558684681753,7.976558684681753
5011,"Bradley County, Arkansas",Arkansas,17390.0,152.0,8.740655549166187,8.740655549166187
5013,"Calhoun County, Arkansas",Arkansas,7600.0,59.0,7.763157894736842,7.763157894736842
5015,"Carroll County, Arkansas",Arkansas,48220.0,412.0,8.544172542513481,8.544172542513481
5017,"Chicot County, Arkansas",Arkansas,16610.0,167.0,10.054184226369657,10.054184226369657
5019,"Clark County, Arkansas",Arkansas,33800.0,272.0,8.04733727810651,8.04733727810651
5021,"Clay County, Arkansas",Arkansas,23900.0,201.0,8.410041841004185,8.410041841004185
5023,"Cleburne County, Arkansas",Arkansas,42390.0,328.0,7.737673979712198,7.737673979712198
5025,"Cleveland County, Arkansas",Arkansas,12730.0,98.0,7.6983503534956785,7.6983503534956785
5027,"Columbia County, Arkansas",Arkansas,36680.0,309.0,8.424209378407852,8.424209378407852
5029,"Conway County, Arkansas",Arkansas,33810.0,266.0,7.867494824016562,7.867494824016562
5031,"Craighead County, Arkansas",Arkansas,165820.0,1349.0,8.135327463514653,8.135327463514653
5033,"Crawford County, Arkansas",Arkansas,95280.0,761.0,7.986985726280437,7.986985726280437
5035,"Crittenden County, Arkansas",Arkansas,84950.0,808.0,9.511477339611538,9.511477339611538
5037,"Cross County, Arkansas",Arkansas,29190.0,256.0,8.770126755738266,8.770126755738266
5039,"Dallas County, Arkansas",Arkansas,11820.0,104.0,8.798646362098138,8.798646362098138
5041,"Desha County, Arkansas",Arkansas,20170.0,188.0,9.32077342588002,9.32077342588002
5043,"Drew County, Arkansas",Arkansas,28750.0,242.0,8.417391304347825,8.417391304347825
5045,"Faulkner County, Arkansas",Arkansas,194700.0,1459.0,7.493579866461222,7.493579866461222
5047,"Franklin County, Arkansas",Arkansas,27100.0,219.0,8.081180811808117,8.081180811808117
5049,"Fulton County, Arkansas",Arkansas,17250.0,149.0,8.637681159420291,8.637681159420291
5051,"Garland County, Arkansas",Arkansas,173580.0,1409.0,8.117294619195759,8.117294619195759
5053,"Grant County, Arkansas",Arkansas,29330.0,217.0,7.398568019093079,7.398568019093079
5055,"Greene County, Arkansas",Arkansas,68840.0,546.0,7.931435212085997,7.931435212085997
5057,"Hempstead County, Arkansas",Arkansas,34480.0,311.0,9.019721577726221,9.019721577726221
5059,"Hot Spring County, Arkansas",Arkansas,49910.0,399.0,7.994389901823283,7.994389901823283
5061,"Howard County, Arkansas",Arkansas,22170.0,201.0,9.066305818673882,9.066305818673882
5063,"Independence County, Arkansas",Arkansas,58360.0,461.0,7.899246058944483,7.899246058944483
5065,"Izard County, Arkansas",Arkansas,18630.0,155.0,8.319914117015568,8.319914117015568
5067,"Jackson County, Arkansas",Arkansas,23720.0,207.0,8.72681281618887,8.72681281618887
5069,"Jefferson County, Arkansas",Arkansas,121150.0,1068.0,8.815517952950886,8.815517952950886
5071,"Johnson County, Arkansas",Arkansas,38960.0,331.0,8.495893223819301,8.495893223819301
5073,"Lafayette County, Arkansas",Arkansas,10390.0,99.0,9.528392685274303,9.528392685274303
5075,"Lawrence County, Arkansas",Arkansas,24800.0,207.0,8.346774193548388,8.346774193548388
5077,"Lee County, Arkansas",Arkansas,12240.0,124.0,10.130718954248367,10.130718954248367
5079,"Lincoln County, Arkansas",Arkansas,16140.0,146.0,9.045848822800496,9.045848822800496
5081,"Little River County, Arkansas",Arkansas,20050.0,162.0,8.079800498753118,8.079800498753118
5083,"Logan County, Arkansas",Arkansas,34030.0,279.0,8.198648251542759,8.198648251542759
5085,"Lonoke County, Arkansas",Arkansas,117870.0,890.0,7.550691439721727,7.550691439721727
5087,"Madison County, Arkansas",Arkansas,24900.0,208.0,8.353413654618475,8.353413654618475
5089,"Marion County, Arkansas",Arkansas,25320.0,210.0,8.293838862559243,8.293838862559243
5091,"Miller County, Arkansas",Arkansas,70270.0,598.0,8.51003273089512,8.51003273089512
5093,"Mississippi County, Arkansas",Arkansas,70080.0,640.0,9.1324200913242,9.1324200913242
5095,"Monroe County, Arkansas",Arkansas,12500.0,116.0,9.28,9.28
5097,"Montgomery County, Arkansas",Arkansas,12600.0,108.0,8.571428571428571,8.571428571428571
5099,"Nevada County, Arkansas",Arkansas,13660.0,114.0,8.345534407027818,8.345534407027818
5101,"Newton County, Arkansas",Arkansas,11720.0,103.0,8.788395904436861,8.788395904436861
5103,"Ouachita County, Arkansas",Arkansas,39310.0,333.0,8.47112693971,8.47112693971
5105,"Perry County, Arkansas",Arkansas,16220.0,131.0,8.07644882860666,8.07644882860666
5107,"Phillips County, Arkansas",Arkansas,30160.0,309.0,10.245358090185675,10.245358090185675
5109,"Pike County, Arkansas",Arkansas,16560.0,138.0,8.333333333333334,8.333333333333334
5111,"Poinsett County, Arkansas",Arkansas,36000.0,319.0,8.861111111111109,8.861111111111109
5113,"Polk County, Arkansas",Arkansas,30690.0,263.0,8.569566634082763,8.569566634082763
5115,"Pope County, Arkansas",Arkansas,101280.0,799.0,7.889020537124803,7.889020537124803
5117,"Prairie County, Arkansas",Arkansas,13260.0,107.0,8.069381598793365,8.069381598793365
5119,"Pulaski County, Arkansas",Arkansas,728940.0,5888.0,8.077482371662962,8.077482371662962
5121,"Randolph County, Arkansas",Arkansas,26890.0,231.0,8.590554109334326,8.590554109334326
5123,"St. Francis County, Arkansas",Arkansas,36930.0,365.0,9.883563498510696,9.883563498510696
5125,"Saline County, Arkansas",Arkansas,198260.0,1414.0,7.132048824775548,7.132048824775548
5127,"Scott County, Arkansas",Arkansas,16080.0,141.0,8.768656716417912,8.768656716417912
5129,"Searcy County, Arkansas",Arkansas,11870.0,110.0,9.267059814658806,9.267059814658806
5131,"Sebastian County, Arkansas",Arkansas,212580.0,1729.0,8.133408599115628,8.133408599115628
5133,"Sevier County, Arkansas",Arkansas,24550.0,218.0,8.879837067209776,8.879837067209776
5135,"Sharp County, Arkansas",Arkansas,25460.0,219.0,8.601728201099764,8.601728201099764
5137,"Stone County, Arkansas",Arkansas,18430.0,164.0,8.898534997287031,8.898534997287031
5139,"Union County, Arkansas",Arkansas,70500.0,598.0,8.4822695035461,8.4822695035461
5141,"Van Buren County, Arkansas",Arkansas,26050.0,205.0,7.869481765834933,7.869481765834933
5143,"Washington County, Arkansas",Arkansas,366290.0,2915.0,7.958175216358622,7.958175216358622
5145,"White County, Arkansas",Arkansas,121430.0,960.0,7.905789343654781,7.905789343654781
5147,"Woodruff County, Arkansas",Arkansas,10830.0,101.0,9.32594644506002,9.32594644506002
5149,"Yell County, Arkansas",Arkansas,32790.0,278.0,8.478194571515706,8.478194571515706
6001,"Alameda County, California",California,3018450.0,23111.0,7.656578707614836,7.656578707614836
6003,"Alpine County, California",California,1780.0,6.0,3.3707865168539333,6.0
6005,"Amador County, California",California,64620.0,473.0,7.319715258433921,7.319715258433921
6007,"Butte County, California",California,360950.0,2808.0,7.779470840836681,7.779470840836681
6009,"Calaveras County, California",California,78720.0,596.0,7.571138211382114,7.571138211382114
6011,"Colusa County, California",California,38060.0,297.0,7.803468208092486,7.803468208092486
6013,"Contra Costa County, California",California,2092950.0,16345.0,7.809551112066701,7.809551112066701
6015,"Del Norte County, California",California,37700.0,304.0,8.063660477453581,8.063660477453581
6017,"El Dorado County, California",California,342260.0,2605.0,7.611172792613803,7.611172792613803
6019,"Fresno County, California",California,1533060.0,13164.0,8.586748072482486,8.586748072482486
6021,"Glenn County, California",California,47000.0,378.0,8.042553191489361,8.042553191489361
6023,"Humboldt County, California",California,223260.0,1727.0,7.735375795037178,7.735375795037178
6025,"Imperial County, California",California,308870.0,3000.0,9.712824165506525,9.712824165506525
6027,"Inyo County, California",California,33930.0,246.0,7.250221043324492,7.250221043324492
6029,"Kern County, California",California,1327910.0,11012.0,8.292730682049235,8.292730682049235
6031,"Kings County, California",California,211790.0,1739.0,8.210963690448086,8.210963690448086
6033,"Lake County, California",California,99420.0,835.0,8.3987125326896,8.3987125326896
6035,"Lassen County, California",California,39260.0,288.0,7.335710646968925,7.335710646968925
6037,"Los Angeles County, California",California,18169950.0,148401.0,8.167386261382116,8.167386261382116
6039,"Madera County, California",California,230580.0,1868.0,8.101309740654003,8.101309740654003
6041,"Marin County, California",California,526780.0,4561.0,8.658263411670907,8.658263411670907
6043,"Mariposa County, California",California,30610.0,228.0,7.448546226723293,7.448546226723293
6045,"Mendocino County, California",California,153560.0,1218.0,7.931753060692888,7.931753060692888
6047,"Merced County, California",California,392990.0,3316.0,8.437873737245221,8.437873737245221
6049,"Modoc County, California",California,13910.0,115.0,8.26743350107836,8.26743350107836
6051,"Mono County, California",California,25410.0,181.0,7.123179850452577,7.123179850452577
6053,"Monterey County, California",California,775320.0,5895.0,7.603312180776969,7.603312180776969
6055,"Napa County, California",California,270770.0,1980.0,7.312479225911289,7.312479225911289
6057,"Nevada County, California",California,193710.0,1499.0,7.738371792886273,7.738371792886273
6059,"Orange County, California",California,5859970.0,45583.0,7.778708764720639,7.778708764720639
6061,"Placer County, California",California,687780.0,5035.0,7.320654860565878,7.320654860565878
6063,"Plumas County, California",California,34590.0,256.0,7.400982943047122,7.400982943047122
6065,"Riverside County, California",California,3752430.0,30200.0,8.048118152770337,8.048118152770337
6067,"Sacramento County, California",California,2603410.0,19973.0,7.6718611359716675,7.6718611359716675
6069,"San Benito County, California",California,104290.0,780.0,7.479144692683862,7.479144692683862
6071,"San Bernardino County, California",California,3441780.0,28127.0,8.17222483714822,8.17222483714822
6073,"San Diego County, California",California,6078100.0,47180.0,7.7622941379707475,7.7622941379707475
6075,"San Francisco County, California",California,1861470.0,14489.0,7.783633365028714,7.783633365028714
6077,"San Joaquin County, California",California,1169340.0,9332.0,7.9805702362016175,7.9805702362016175
6079,"San Luis Obispo County, California",California,513640.0,3797.0,7.392337045401449,7.392337045401449
6081,"San Mateo County, California",California,1511780.0,11856.0,7.842410932807683,7.842410932807683
6083,"Santa Barbara County, California",California,793980.0,5966.0,7.5140431748910546,7.5140431748910546
6085,"Santa Clara County, California",California,3557090.0,28785.0,8.092288921562286,8.092288921562286
6087,"Santa Cruz County, California",California,515920.0,3992.0,7.737633741665375,7.737633741665375
6089,"Shasta County, California",California,303370.0,2360.0,7.7792794277614785,7.7792794277614785
6091,"Sierra County, California",California,4920.0,40.0,8.130081300813009,8.130081300813009
6093,"Siskiyou County, California",California,74300.0,611.0,8.22341857335128,8.22341857335128
6095,"Solano County, California",California,793040.0,5681.0,7.163573085846868,7.163573085846868
6097,"Sonoma County, California",California,967670.0,6976.0,7.2090692074777545,7.2090692074777545
6099,"Stanislaus County, California",California,860840.0,6888.0,8.0014869197528,8.0014869197528
6101,"Sutter County, California",California,155060.0,1242.0,8.009802657035987,8.009802657035987
6103,"Tehama County, California",California,98250.0,791.0,8.05089058524173,8.05089058524173
6105,"Trinity County, California",California,19000.0,154.0,8.105263157894736,8.105263157894736
6107,"Tulare County, California",California,692620.0,6104.0,8.812913285784413,8.812913285784413
6109,"Tuolumne County, California",California,94110.0,701.0,7.448730209329509,7.448730209329509
6111,"Ventura County, California",California,1602030.0,12071.0,7.534815203210925,7.534815203210925
6113,"Yolo County, California",California,341210.0,2555.0,7.488057208170921,7.488057208170921
6115,"Yuba County, California",California,110030.0,897.0,8.15232209397437,8.15232209397437
8001,"Adams County, Colorado",Colorado,873440.0,6302.0,7.215149294742628,7.215149294742628
8003,"Alamosa County, Colorado",Colorado,25960.0,213.0,8.20493066255778,8.20493066255778
8005,"Arapahoe County, Colorado",Colorado,1199490.0,8827.0,7.358960891712312,7.358960891712312
8007,"Archuleta County, Colorado",Colorado,23300.0,194.0,8.326180257510728,8.326180257510728
8009,"Baca County, Colorado",Colorado,6330.0,57.0,9.00473933649289,9.00473933649289
8011,"Bent County, Colorado",Colorado,6250.0,51.0,8.16,8.16
8013,"Boulder County, Colorado",Colorado,615710.0,4653.0,7.557129167952445,7.557129167952445
8014,"Broomfield County, Colorado",Colorado,141660.0,1000.0,7.059155724975293,7.059155724975293
8015,"Chaffee County, Colorado",Colorado,34770.0,256.0,7.362668967500719,7.362668967500719
8017,"Cheyenne County, Colorado",Colorado,3300.0,28.0,8.484848484848486,8.484848484848486
8019,"Clear Creek County, Colorado",Colorado,18590.0,142.0,7.638515330823022,7.638515330823022
8021,"Conejos County, Colorado",Colorado,11770.0,106.0,9.005947323704332,9.005947323704332
8023,"Costilla County, Colorado",Colorado,5300.0,47.0,8.867924528301886,8.867924528301886
8025,"Crowley County, Colorado",Colorado,4480.0,40.0,8.928571428571429,8.928571428571429
8027,"Custer County, Colorado",Colorado,7720.0,64.0,8.290155440414507,8.290155440414507
8029,"Delta County, Colorado",Colorado,51100.0,395.0,7.729941291585129,7.729941291585129
8031,"Denver County, Colorado",Colorado,1336320.0,9965.0,7.457046216475097,7.457046216475097
8033,"Dolores County, Colorado",Colorado,3260.0,27.0,8.282208588957056,8.282208588957056
8035,"Douglas County, Colorado",Colorado,574970.0,4264.0,7.416039097692053,7.416039097692053
8037,"Eagle County, Colorado",Colorado,110730.0,797.0,7.197688070080376,7.197688070080376
8039,"Elbert County, Colorado",Colorado,44500.0,321.0,7.213483146067415,7.213483146067415
8041,"El Paso County, Colorado",Colorado,1209470.0,8944.0,7.394974658321414,7.394974658321414
8043,"Fremont County, Colorado",Colorado,69150.0,520.0,7.519884309472162,7.519884309472162
8045,"Garfield County, Colorado",Colorado,104980.0,753.0,7.172794818060582,7.172794818060582
8047,"Gilpin County, Colorado",Colorado,10430.0,73.0,6.999041227229147,6.999041227229147
8049,"Grand County, Colorado",Colorado,28500.0,203.0,7.1228070175438605,7.1228070175438605
8051,"Gunnison County, Colorado",Colorado,30430.0,226.0,7.426881367071968,7.426881367071968
8053,"Hinsdale County, Colorado",Colorado,1550.0,4.0,2.5806451612903225,6.0
8055,"Huerfano County, Colorado",Colorado,10730.0,91.0,8.48089468779124,8.48089468779124
8057,"Jackson County, Colorado",Colorado,2550.0,19.0,7.450980392156862,7.450980392156862
8059,"Jefferson County, Colorado",Colorado,1125850.0,7887.0,7.005373717635564,7.005373717635564
8061,"Kiowa County, Colorado",Colorado,2390.0,14.0,5.857740585774058,6.0
8063,"Kit Carson County, Colorado",Colorado,13320.0,106.0,7.957957957957957,7.957957957957957
8065,"Lake County, Colorado",Colorado,12920.0,93.0,7.198142414860682,7.198142414860682
8067,"La Plata County, Colorado",Colorado,104840.0,779.0,7.430370087752768,7.430370087752768
8069,"Larimer County, Colorado",Colorado,627690.0,4410.0,7.0257611241217806,7.0257611241217806
8071,"Las Animas County, Colorado",Colorado,23630.0,184.0,7.786711807024967,7.786711807024967
8073,"Lincoln County, Colorado",Colorado,8240.0,68.0,8.25242718446602,8.25242718446602
8075,"Logan County, Colorado",Colorado,34060.0,251.0,7.369348209042866,7.369348209042866
8077,"Mesa County, Colorado",Colorado,269470.0,1982.0,7.3551786840835724,7.3551786840835724
8079,"Mineral County, Colorado",Colorado,1700.0,4.0,2.352941176470588,6.0
8081,"Moffat County, Colorado",Colorado,23160.0,170.0,7.3402417962003454,7.3402417962003454
8083,"Montezuma County, Colorado",Colorado,45250.0,365.0,8.066298342541435,8.066298342541435
8085,"Montrose County, Colorado",Colorado,71850.0,560.0,7.794015309672929,7.794015309672929
8087,"Morgan County, Colorado",Colorado,49980.0,387.0,7.743097238895558,7.743097238895558
8089,"Otero County, Colorado",Colorado,30040.0,251.0,8.355525965379494,8.355525965379494
8091,"Ouray County, Colorado",Colorado,9550.0,81.0,8.481675392670159,8.481675392670159
8093,"Park County, Colorado",Colorado,28330.0,201.0,7.094952347334981,7.094952347334981
8095,"Phillips County, Colorado",Colorado,8010.0,61.0,7.615480649188513,7.615480649188513
8097,"Pitkin County, Colorado",Colorado,40660.0,329.0,8.09149040826365,8.09149040826365
8099,"Prowers County, Colorado",Colorado,19540.0,162.0,8.290685772773797,8.290685772773797
8101,"Pueblo County, Colorado",Colorado,272460.0,2115.0,7.762607355208104,7.762607355208104
8103,"Rio Blanco County, Colorado",Colorado,11230.0,82.0,7.30186999109528,7.30186999109528
8105,"Rio Grande County, Colorado",Colorado,23230.0,200.0,8.609556607834696,8.609556607834696
8107,"Routt County, Colorado",Colorado,50710.0,376.0,7.414711102346677,7.414711102346677
8109,"Saguache County, Colorado",Colorado,7290.0,69.0,9.465020576131687,9.465020576131687
8111,"San Juan County, Colorado",Colorado,1370.0,3.0,2.18978102189781,6.0
8113,"San Miguel County, Colorado",Colorado,16580.0,129.0,7.780458383594693,7.780458383594693
8115,"Sedgwick County, Colorado",Colorado,4320.0,37.0,8.564814814814815,8.564814814814815
8117,"Summit County, Colorado",Colorado,65820.0,456.0,6.927985414767548,6.927985414767548
8119,"Teller County, Colorado",Colorado,45270.0,328.0,7.245416390545615,7.245416390545615
8121,"Washington County, Colorado",Colorado,7960.0,59.0,7.4120603015075375,7.4120603015075375
8123,"Weld County, Colorado",Colorado,481840.0,3501.0,7.265897393325585,7.265897393325585
8125,"Yuma County, Colorado",Colorado,17540.0,137.0,7.810718358038768,7.810718358038768
